text,coder,tweet,topics,Arts & Culture,Business & Entrepreneurs,Celebrity & Pop Culture,Diaries & Daily Life,Family,Fashion & Style,"Film, TV & Video",Fitness & Health,Food & Dining,Learning & Educational,News & Social Concern,Relationships,Science & Technology,Youth & Student Life,Music,Gaming,Sports,Travel & Adventure,Other Hobbies,id
"エペ楽しそうやけど俺1人でやるの3試合くらいが限界やから誰かと一緒に話しながらじゃないと続かない。
エペに限らずゲームは話しながらする方が楽しい。
ゲーム友達ほしい",5fe508e86079e12a8a3b2427,"エペ楽しそうやけど俺1人でやるの3試合くらいが限界やから誰かと一緒に話しながらじゃないと続かない。
エペに限らずゲームは話しながらする方が楽しい。
ゲーム友達ほしい - インストラクション : https://docs.google.com/document/d/1A0jP35VLeYxYvotdIczDYIB0hOxOnS1ncylk6fVWyZQ/edit?usp=sharing

 

[Field-1]",frozenset({'ゲーム'}),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1474711519854477312
"エペ楽しそうやけど俺1人でやるの3試合くらいが限界やから誰かと一緒に話しながらじゃないと続かない。
エペに限らずゲームは話しながらする方が楽しい。
ゲーム友達ほしい",58d9a79c33fef3000118abdf,"エペ楽しそうやけど俺1人でやるの3試合くらいが限界やから誰かと一緒に話しながらじゃないと続かない。
エペに限らずゲームは話しながらする方が楽しい。
ゲーム友達ほしい - インストラクション : https://docs.google.com/document/d/1A0jP35VLeYxYvotdIczDYIB0hOxOnS1ncylk6fVWyZQ/edit?usp=sharing

 

[Field-1]","frozenset({'ゲーム', '人間関係'})",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1474711519854477312
"エペ楽しそうやけど俺1人でやるの3試合くらいが限界やから誰かと一緒に話しながらじゃないと続かない。
エペに限らずゲームは話しながらする方が楽しい。
ゲーム友達ほしい",5c5c85c6054ae60001d04f67,"エペ楽しそうやけど俺1人でやるの3試合くらいが限界やから誰かと一緒に話しながらじゃないと続かない。
エペに限らずゲームは話しながらする方が楽しい。
ゲーム友達ほしい - インストラクション : https://docs.google.com/document/d/1A0jP35VLeYxYvotdIczDYIB0hOxOnS1ncylk6fVWyZQ/edit?usp=sharing

 

[Field-1]",frozenset({'ゲーム'}),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1474711519854477312
"エペ楽しそうやけど俺1人でやるの3試合くらいが限界やから誰かと一緒に話しながらじゃないと続かない。
エペに限らずゲームは話しながらする方が楽しい。
ゲーム友達ほしい",63f7df76fda679592c5132bf,"エペ楽しそうやけど俺1人でやるの3試合くらいが限界やから誰かと一緒に話しながらじゃないと続かない。
エペに限らずゲームは話しながらする方が楽しい。
ゲーム友達ほしい - インストラクション : https://docs.google.com/document/d/1A0jP35VLeYxYvotdIczDYIB0hOxOnS1ncylk6fVWyZQ/edit?usp=sharing

 

[Field-1]",frozenset({'ゲーム'}),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1474711519854477312
"エルシャダイどう遊ぼうかなあ。プレイの記録を付ける意味でYoutube配信しながらでも楽しそうだし、
既プレイヤーの友人と駄弁りながら見てもらうのもいいし、
単純に一人であちこちぶつかりながらゆっくりゆっくり美術を楽しむのも気持ちよさそう",5f55acddaf6c8c97e5b4dad3,"エルシャダイどう遊ぼうかなあ。プレイの記録を付ける意味でYoutube配信しながらでも楽しそうだし、
既プレイヤーの友人と駄弁りながら見てもらうのもいいし、
単純に一人であちこちぶつかりながらゆっくりゆっくり美術を楽しむのも気持ちよさそう - インストラクション : https://docs.google.com/document/d/1A0jP35VLeYxYvotdIczDYIB0hOxOnS1ncylk6fVWyZQ/edit?usp=sharing

 

[Field-1]",frozenset({'ゲーム'}),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1437808356320694272
"エルシャダイどう遊ぼうかなあ。プレイの記録を付ける意味でYoutube配信しながらでも楽しそうだし、
既プレイヤーの友人と駄弁りながら見てもらうのもいいし、
単純に一人であちこちぶつかりながらゆっくりゆっくり美術を楽しむのも気持ちよさそう",64fc9dfe75e6c4bb034e5bc9,"エルシャダイどう遊ぼうかなあ。プレイの記録を付ける意味でYoutube配信しながらでも楽しそうだし、
既プレイヤーの友人と駄弁りながら見てもらうのもいいし、
単純に一人であちこちぶつかりながらゆっくりゆっくり美術を楽しむのも気持ちよさそう - インストラクション : https://docs.google.com/document/d/1A0jP35VLeYxYvotdIczDYIB0hOxOnS1ncylk6fVWyZQ/edit?usp=sharing

 

[Field-1]","frozenset({'日常', 'ゲーム'})",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1437808356320694272
"エルシャダイどう遊ぼうかなあ。プレイの記録を付ける意味でYoutube配信しながらでも楽しそうだし、
既プレイヤーの友人と駄弁りながら見てもらうのもいいし、
単純に一人であちこちぶつかりながらゆっくりゆっくり美術を楽しむのも気持ちよさそう",5ed09064cf9fca16bfc2232f,"エルシャダイどう遊ぼうかなあ。プレイの記録を付ける意味でYoutube配信しながらでも楽しそうだし、
既プレイヤーの友人と駄弁りながら見てもらうのもいいし、
単純に一人であちこちぶつかりながらゆっくりゆっくり美術を楽しむのも気持ちよさそう - インストラクション : https://docs.google.com/document/d/1A0jP35VLeYxYvotdIczDYIB0hOxOnS1ncylk6fVWyZQ/edit?usp=sharing

 

[Field-1]","frozenset({'その他', 'ゲーム'})",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1437808356320694272
"エルシャダイどう遊ぼうかなあ。プレイの記録を付ける意味でYoutube配信しながらでも楽しそうだし、
既プレイヤーの友人と駄弁りながら見てもらうのもいいし、
単純に一人であちこちぶつかりながらゆっくりゆっくり美術を楽しむのも気持ちよさそう",60ff923057d652a912a2c513,"エルシャダイどう遊ぼうかなあ。プレイの記録を付ける意味でYoutube配信しながらでも楽しそうだし、
既プレイヤーの友人と駄弁りながら見てもらうのもいいし、
単純に一人であちこちぶつかりながらゆっくりゆっくり美術を楽しむのも気持ちよさそう - インストラクション : https://docs.google.com/document/d/1A0jP35VLeYxYvotdIczDYIB0hOxOnS1ncylk6fVWyZQ/edit?usp=sharing

 

[Field-1]",frozenset({'ゲーム'}),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1437808356320694272
"エルシャダイどう遊ぼうかなあ。プレイの記録を付ける意味でYoutube配信しながらでも楽しそうだし、
既プレイヤーの友人と駄弁りながら見てもらうのもいいし、
単純に一人であちこちぶつかりながらゆっくりゆっくり美術を楽しむのも気持ちよさそう",616604bed27acb2f4e2841a9,"エルシャダイどう遊ぼうかなあ。プレイの記録を付ける意味でYoutube配信しながらでも楽しそうだし、
既プレイヤーの友人と駄弁りながら見てもらうのもいいし、
単純に一人であちこちぶつかりながらゆっくりゆっくり美術を楽しむのも気持ちよさそう - インストラクション : https://docs.google.com/document/d/1A0jP35VLeYxYvotdIczDYIB0hOxOnS1ncylk6fVWyZQ/edit?usp=sharing

 

[Field-1]","frozenset({'ゲーム', '芸能'})",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1437808356320694272
エルト海のBGMは泣きそうになる。名曲。,5f57620f2095071eaf7a8224,"エルト海のBGMは泣きそうになる。名曲。 - インストラクション : https://docs.google.com/document/d/1A0jP35VLeYxYvotdIczDYIB0hOxOnS1ncylk6fVWyZQ/edit?usp=sharing

 

[Field-1]","frozenset({'ゲーム', '音楽'})",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1548668592283336704
エルト海のBGMは泣きそうになる。名曲。,5fbd371dc57ae80a38ba00c2,"エルト海のBGMは泣きそうになる。名曲。 - インストラクション : https://docs.google.com/document/d/1A0jP35VLeYxYvotdIczDYIB0hOxOnS1ncylk6fVWyZQ/edit?usp=sharing

 

[Field-1]",frozenset({'音楽'}),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1548668592283336704
エルト海のBGMは泣きそうになる。名曲。,5d28701c573e380001514923,"エルト海のBGMは泣きそうになる。名曲。 - インストラクション : https://docs.google.com/document/d/1A0jP35VLeYxYvotdIczDYIB0hOxOnS1ncylk6fVWyZQ/edit?usp=sharing

 

[Field-1]","frozenset({'ゲーム', '音楽'})",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1548668592283336704
エルト海のBGMは泣きそうになる。名曲。,5c5aaf83a7ca950001f5a4c0,"エルト海のBGMは泣きそうになる。名曲。 - インストラクション : https://docs.google.com/document/d/1A0jP35VLeYxYvotdIczDYIB0hOxOnS1ncylk6fVWyZQ/edit?usp=sharing

 

[Field-1]",frozenset({'音楽'}),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1548668592283336704
エルト海のBGMは泣きそうになる。名曲。,610c0f704d0cc5bc70ae5158,"エルト海のBGMは泣きそうになる。名曲。 - インストラクション : https://docs.google.com/document/d/1A0jP35VLeYxYvotdIczDYIB0hOxOnS1ncylk6fVWyZQ/edit?usp=sharing

 

[Field-1]",frozenset({'音楽'}),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1548668592283336704
"エレベーターに乗り降りてくる時にドアが開き床が跳ねて外の若草の良い香りの草ベッドに落とされたのに楽しくてワハハハって笑って次のエレベーターからも
5人がベッドの上にビョンビョン落ちて来て皆でまた笑ってて。ワハハつって笑いながら目覚めた心爽やかな朝だが。
#現実はストレスの極みである",610c0f704d0cc5bc70ae5158,"エレベーターに乗り降りてくる時にドアが開き床が跳ねて外の若草の良い香りの草ベッドに落とされたのに楽しくてワハハハって笑って次のエレベーターからも
5人がベッドの上にビョンビョン落ちて来て皆でまた笑ってて。ワハハつって笑いながら目覚めた心爽やかな朝だが。
#現実はストレスの極みである - インストラクション : https://docs.google.com/document/d/1A0jP35VLeYxYvotdIczDYIB0hOxOnS1ncylk6fVWyZQ/edit?usp=sharing

 

[Field-1]","frozenset({'日常', '社会'})",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1488014174651576320
"エレベーターに乗り降りてくる時にドアが開き床が跳ねて外の若草の良い香りの草ベッドに落とされたのに楽しくてワハハハって笑って次のエレベーターからも
5人がベッドの上にビョンビョン落ちて来て皆でまた笑ってて。ワハハつって笑いながら目覚めた心爽やかな朝だが。
#現実はストレスの極みである",58d9a79c33fef3000118abdf,"エレベーターに乗り降りてくる時にドアが開き床が跳ねて外の若草の良い香りの草ベッドに落とされたのに楽しくてワハハハって笑って次のエレベーターからも
5人がベッドの上にビョンビョン落ちて来て皆でまた笑ってて。ワハハつって笑いながら目覚めた心爽やかな朝だが。
#現実はストレスの極みである - インストラクション : https://docs.google.com/document/d/1A0jP35VLeYxYvotdIczDYIB0hOxOnS1ncylk6fVWyZQ/edit?usp=sharing

 

[Field-1]",frozenset({'日常'}),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1488014174651576320
"エレベーターに乗り降りてくる時にドアが開き床が跳ねて外の若草の良い香りの草ベッドに落とされたのに楽しくてワハハハって笑って次のエレベーターからも
5人がベッドの上にビョンビョン落ちて来て皆でまた笑ってて。ワハハつって笑いながら目覚めた心爽やかな朝だが。
#現実はストレスの極みである",5ff265688f62107122f931f2,"エレベーターに乗り降りてくる時にドアが開き床が跳ねて外の若草の良い香りの草ベッドに落とされたのに楽しくてワハハハって笑って次のエレベーターからも
5人がベッドの上にビョンビョン落ちて来て皆でまた笑ってて。ワハハつって笑いながら目覚めた心爽やかな朝だが。
#現実はストレスの極みである - インストラクション : https://docs.google.com/document/d/1A0jP35VLeYxYvotdIczDYIB0hOxOnS1ncylk6fVWyZQ/edit?usp=sharing

 

[Field-1]",frozenset({'ビジネス'}),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1488014174651576320
"エレベーターに乗り降りてくる時にドアが開き床が跳ねて外の若草の良い香りの草ベッドに落とされたのに楽しくてワハハハって笑って次のエレベーターからも
5人がベッドの上にビョンビョン落ちて来て皆でまた笑ってて。ワハハつって笑いながら目覚めた心爽やかな朝だが。
#現実はストレスの極みである",63f7df76fda679592c5132bf,"エレベーターに乗り降りてくる時にドアが開き床が跳ねて外の若草の良い香りの草ベッドに落とされたのに楽しくてワハハハって笑って次のエレベーターからも
5人がベッドの上にビョンビョン落ちて来て皆でまた笑ってて。ワハハつって笑いながら目覚めた心爽やかな朝だが。
#現実はストレスの極みである - インストラクション : https://docs.google.com/document/d/1A0jP35VLeYxYvotdIczDYIB0hOxOnS1ncylk6fVWyZQ/edit?usp=sharing

 

[Field-1]",frozenset({'日常'}),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1488014174651576320
"エレベーターに乗り降りてくる時にドアが開き床が跳ねて外の若草の良い香りの草ベッドに落とされたのに楽しくてワハハハって笑って次のエレベーターからも
5人がベッドの上にビョンビョン落ちて来て皆でまた笑ってて。ワハハつって笑いながら目覚めた心爽やかな朝だが。
#現実はストレスの極みである",5c7dd8e0665aaa001230a6c7,"エレベーターに乗り降りてくる時にドアが開き床が跳ねて外の若草の良い香りの草ベッドに落とされたのに楽しくてワハハハって笑って次のエレベーターからも
5人がベッドの上にビョンビョン落ちて来て皆でまた笑ってて。ワハハつって笑いながら目覚めた心爽やかな朝だが。
#現実はストレスの極みである - インストラクション : https://docs.google.com/document/d/1A0jP35VLeYxYvotdIczDYIB0hOxOnS1ncylk6fVWyZQ/edit?usp=sharing

 

[Field-1]",frozenset({'日常'}),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1488014174651576320
エンシャントヴィシャップ狩り終わったから、明日から胡桃復刻まで火魔女厳選です。,58d9a79c33fef3000118abdf,"エンシャントヴィシャップ狩り終わったから、明日から胡桃復刻まで火魔女厳選です。 - インストラクション : https://docs.google.com/document/d/1A0jP35VLeYxYvotdIczDYIB0hOxOnS1ncylk6fVWyZQ/edit?usp=sharing

 

[Field-1]",frozenset({'ゲーム'}),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1446113078165196800
エンシャントヴィシャップ狩り終わったから、明日から胡桃復刻まで火魔女厳選です。,608254e72addda3937fd934b,"エンシャントヴィシャップ狩り終わったから、明日から胡桃復刻まで火魔女厳選です。 - インストラクション : https://docs.google.com/document/d/1A0jP35VLeYxYvotdIczDYIB0hOxOnS1ncylk6fVWyZQ/edit?usp=sharing

 

[Field-1]",frozenset({'社会'}),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1446113078165196800
エンシャントヴィシャップ狩り終わったから、明日から胡桃復刻まで火魔女厳選です。,5d4ca4c24f49b2001a7152b3,"エンシャントヴィシャップ狩り終わったから、明日から胡桃復刻まで火魔女厳選です。 - インストラクション : https://docs.google.com/document/d/1A0jP35VLeYxYvotdIczDYIB0hOxOnS1ncylk6fVWyZQ/edit?usp=sharing

 

[Field-1]",frozenset({'ゲーム'}),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1446113078165196800
エンシャントヴィシャップ狩り終わったから、明日から胡桃復刻まで火魔女厳選です。,5cf67b30c5cf0e00010c00fc,"エンシャントヴィシャップ狩り終わったから、明日から胡桃復刻まで火魔女厳選です。 - インストラクション : https://docs.google.com/document/d/1A0jP35VLeYxYvotdIczDYIB0hOxOnS1ncylk6fVWyZQ/edit?usp=sharing

 

[Field-1]",frozenset({'ゲーム'}),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1446113078165196800
エンシャントヴィシャップ狩り終わったから、明日から胡桃復刻まで火魔女厳選です。,63f7df76fda679592c5132bf,"エンシャントヴィシャップ狩り終わったから、明日から胡桃復刻まで火魔女厳選です。 - インストラクション : https://docs.google.com/document/d/1A0jP35VLeYxYvotdIczDYIB0hOxOnS1ncylk6fVWyZQ/edit?usp=sharing

 

[Field-1]",frozenset({'ゲーム'}),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1446113078165196800
エンシャントヴィシャップ狩り終わったから、明日から胡桃復刻まで火魔女厳選です。,62851102d56842a48361f9d4,"エンシャントヴィシャップ狩り終わったから、明日から胡桃復刻まで火魔女厳選です。 - インストラクション : https://docs.google.com/document/d/1A0jP35VLeYxYvotdIczDYIB0hOxOnS1ncylk6fVWyZQ/edit?usp=sharing

 

[Field-1]",frozenset({'ゲーム'}),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1446113078165196800
エンバペの年俸2600万ユーロと1億ユーロで後者取った話、まじで初任給○百万でどうのこうの言ってるのアホらしくなるな,5ec403bb09d0e02a060bd5e6,"エンバペの年俸2600万ユーロと1億ユーロで後者取った話、まじで初任給○百万でどうのこうの言ってるのアホらしくなるな - インストラクション : https://docs.google.com/document/d/1A0jP35VLeYxYvotdIczDYIB0hOxOnS1ncylk6fVWyZQ/edit?usp=sharing

 

[Field-1]",frozenset({'スポーツ'}),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1528465467949842432
エンバペの年俸2600万ユーロと1億ユーロで後者取った話、まじで初任給○百万でどうのこうの言ってるのアホらしくなるな,63f7df76fda679592c5132bf,"エンバペの年俸2600万ユーロと1億ユーロで後者取った話、まじで初任給○百万でどうのこうの言ってるのアホらしくなるな - インストラクション : https://docs.google.com/document/d/1A0jP35VLeYxYvotdIczDYIB0hOxOnS1ncylk6fVWyZQ/edit?usp=sharing

 

[Field-1]",frozenset({'スポーツ'}),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1528465467949842432
エンバペの年俸2600万ユーロと1億ユーロで後者取った話、まじで初任給○百万でどうのこうの言ってるのアホらしくなるな,58d9a79c33fef3000118abdf,"エンバペの年俸2600万ユーロと1億ユーロで後者取った話、まじで初任給○百万でどうのこうの言ってるのアホらしくなるな - インストラクション : https://docs.google.com/document/d/1A0jP35VLeYxYvotdIczDYIB0hOxOnS1ncylk6fVWyZQ/edit?usp=sharing

 

[Field-1]","frozenset({'スポーツ', '社会', '芸能'})",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1528465467949842432
エンバペの年俸2600万ユーロと1億ユーロで後者取った話、まじで初任給○百万でどうのこうの言ってるのアホらしくなるな,57d56562a0e8ce00015439c7,"エンバペの年俸2600万ユーロと1億ユーロで後者取った話、まじで初任給○百万でどうのこうの言ってるのアホらしくなるな - インストラクション : https://docs.google.com/document/d/1A0jP35VLeYxYvotdIczDYIB0hOxOnS1ncylk6fVWyZQ/edit?usp=sharing

 

[Field-1]","frozenset({'スポーツ', 'ビジネス'})",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1528465467949842432
エンバペの年俸2600万ユーロと1億ユーロで後者取った話、まじで初任給○百万でどうのこうの言ってるのアホらしくなるな,6129429473f164c90c476660,"エンバペの年俸2600万ユーロと1億ユーロで後者取った話、まじで初任給○百万でどうのこうの言ってるのアホらしくなるな - インストラクション : https://docs.google.com/document/d/1A0jP35VLeYxYvotdIczDYIB0hOxOnS1ncylk6fVWyZQ/edit?usp=sharing

 

[Field-1]",frozenset({'スポーツ'}),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1528465467949842432
"オスプレイつええー
けど勝彦の張り手が気になりすぎて
#njpwdominion
#cffes2022",5f5329e2536ecb62db8534a0,"オスプレイつええー
けど勝彦の張り手が気になりすぎて
#njpwdominion
#cffes2022 - インストラクション : https://docs.google.com/document/d/1A0jP35VLeYxYvotdIczDYIB0hOxOnS1ncylk6fVWyZQ/edit?usp=sharing

 

[Field-1]",frozenset({'学校'}),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1535894419806728192
"オスプレイつええー
けど勝彦の張り手が気になりすぎて
#njpwdominion
#cffes2022",5f55acddaf6c8c97e5b4dad3,"オスプレイつええー
けど勝彦の張り手が気になりすぎて
#njpwdominion
#cffes2022 - インストラクション : https://docs.google.com/document/d/1A0jP35VLeYxYvotdIczDYIB0hOxOnS1ncylk6fVWyZQ/edit?usp=sharing

 

[Field-1]",frozenset({'スポーツ'}),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1535894419806728192
"オスプレイつええー
けど勝彦の張り手が気になりすぎて
#njpwdominion
#cffes2022",5ffe640167408f52d6db782c,"オスプレイつええー
けど勝彦の張り手が気になりすぎて
#njpwdominion
#cffes2022 - インストラクション : https://docs.google.com/document/d/1A0jP35VLeYxYvotdIczDYIB0hOxOnS1ncylk6fVWyZQ/edit?usp=sharing

 

[Field-1]",frozenset({'ゲーム'}),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1535894419806728192
"オスプレイつええー
けど勝彦の張り手が気になりすぎて
#njpwdominion
#cffes2022",6097e36e99d6c893daf55676,"オスプレイつええー
けど勝彦の張り手が気になりすぎて
#njpwdominion
#cffes2022 - インストラクション : https://docs.google.com/document/d/1A0jP35VLeYxYvotdIczDYIB0hOxOnS1ncylk6fVWyZQ/edit?usp=sharing

 

[Field-1]","frozenset({'映画&ラジオ', '社会'})",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1535894419806728192
"オスプレイつええー
けど勝彦の張り手が気になりすぎて
#njpwdominion
#cffes2022",645990d7f2a2eed62ff6e168,"オスプレイつええー
けど勝彦の張り手が気になりすぎて
#njpwdominion
#cffes2022 - インストラクション : https://docs.google.com/document/d/1A0jP35VLeYxYvotdIczDYIB0hOxOnS1ncylk6fVWyZQ/edit?usp=sharing

 

[Field-1]","frozenset({'スポーツ', '芸能'})",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1535894419806728192
オタクは数々の不法侵入の前科があるので、沖縄だと禁足地の御嶽にも平気で踏み入りそうなので心から呪われてほしい。,5f7d002d141e4e1c0e84e98e,"オタクは数々の不法侵入の前科があるので、沖縄だと禁足地の御嶽にも平気で踏み入りそうなので心から呪われてほしい。 - インストラクション : https://docs.google.com/document/d/1A0jP35VLeYxYvotdIczDYIB0hOxOnS1ncylk6fVWyZQ/edit?usp=sharing

 

[Field-1]",frozenset({'社会'}),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1516401223456661504
オタクは数々の不法侵入の前科があるので、沖縄だと禁足地の御嶽にも平気で踏み入りそうなので心から呪われてほしい。,63f7df76fda679592c5132bf,"オタクは数々の不法侵入の前科があるので、沖縄だと禁足地の御嶽にも平気で踏み入りそうなので心から呪われてほしい。 - インストラクション : https://docs.google.com/document/d/1A0jP35VLeYxYvotdIczDYIB0hOxOnS1ncylk6fVWyZQ/edit?usp=sharing

 

[Field-1]",frozenset({'社会'}),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1516401223456661504
オタクは数々の不法侵入の前科があるので、沖縄だと禁足地の御嶽にも平気で踏み入りそうなので心から呪われてほしい。,5ea93de0276a6c000979c0f8,"オタクは数々の不法侵入の前科があるので、沖縄だと禁足地の御嶽にも平気で踏み入りそうなので心から呪われてほしい。 - インストラクション : https://docs.google.com/document/d/1A0jP35VLeYxYvotdIczDYIB0hOxOnS1ncylk6fVWyZQ/edit?usp=sharing

 

[Field-1]","frozenset({'その他', '人間関係'})",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1516401223456661504
オタクは数々の不法侵入の前科があるので、沖縄だと禁足地の御嶽にも平気で踏み入りそうなので心から呪われてほしい。,5ec403bb09d0e02a060bd5e6,"オタクは数々の不法侵入の前科があるので、沖縄だと禁足地の御嶽にも平気で踏み入りそうなので心から呪われてほしい。 - インストラクション : https://docs.google.com/document/d/1A0jP35VLeYxYvotdIczDYIB0hOxOnS1ncylk6fVWyZQ/edit?usp=sharing

 

[Field-1]","frozenset({'旅行', '社会'})",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1516401223456661504
オタクは数々の不法侵入の前科があるので、沖縄だと禁足地の御嶽にも平気で踏み入りそうなので心から呪われてほしい。,5c26bc552c45d4000148f85d,"オタクは数々の不法侵入の前科があるので、沖縄だと禁足地の御嶽にも平気で踏み入りそうなので心から呪われてほしい。 - インストラクション : https://docs.google.com/document/d/1A0jP35VLeYxYvotdIczDYIB0hOxOnS1ncylk6fVWyZQ/edit?usp=sharing

 

[Field-1]",frozenset({'社会'}),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1516401223456661504
オタクは数々の不法侵入の前科があるので、沖縄だと禁足地の御嶽にも平気で踏み入りそうなので心から呪われてほしい。,5cf67b30c5cf0e00010c00fc,"オタクは数々の不法侵入の前科があるので、沖縄だと禁足地の御嶽にも平気で踏み入りそうなので心から呪われてほしい。 - インストラクション : https://docs.google.com/document/d/1A0jP35VLeYxYvotdIczDYIB0hOxOnS1ncylk6fVWyZQ/edit?usp=sharing

 

[Field-1]",frozenset({'その他'}),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1516401223456661504
オタマトーンでコンバットマーチ,5c5aaf83a7ca950001f5a4c0,"オタマトーンでコンバットマーチ - インストラクション : https://docs.google.com/document/d/1A0jP35VLeYxYvotdIczDYIB0hOxOnS1ncylk6fVWyZQ/edit?usp=sharing

 

[Field-1]",frozenset({'その他'}),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1558634510362636288
オタマトーンでコンバットマーチ,5fe508e86079e12a8a3b2427,"オタマトーンでコンバットマーチ - インストラクション : https://docs.google.com/document/d/1A0jP35VLeYxYvotdIczDYIB0hOxOnS1ncylk6fVWyZQ/edit?usp=sharing

 

[Field-1]",frozenset({'音楽'}),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1558634510362636288
オタマトーンでコンバットマーチ,615838a2d65d6be56cc96091,"オタマトーンでコンバットマーチ - インストラクション : https://docs.google.com/document/d/1A0jP35VLeYxYvotdIczDYIB0hOxOnS1ncylk6fVWyZQ/edit?usp=sharing

 

[Field-1]","frozenset({'日常', '音楽'})",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1558634510362636288
オタマトーンでコンバットマーチ,650e52bbe4fc4b222efe2533,"オタマトーンでコンバットマーチ - インストラクション : https://docs.google.com/document/d/1A0jP35VLeYxYvotdIczDYIB0hOxOnS1ncylk6fVWyZQ/edit?usp=sharing

 

[Field-1]",frozenset({'音楽'}),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1558634510362636288
オタマトーンでコンバットマーチ,5c5c85c6054ae60001d04f67,"オタマトーンでコンバットマーチ - インストラクション : https://docs.google.com/document/d/1A0jP35VLeYxYvotdIczDYIB0hOxOnS1ncylk6fVWyZQ/edit?usp=sharing

 

[Field-1]",frozenset({'音楽'}),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1558634510362636288
オタマトーンでコンバットマーチ,58d9a79c33fef3000118abdf,"オタマトーンでコンバットマーチ - インストラクション : https://docs.google.com/document/d/1A0jP35VLeYxYvotdIczDYIB0hOxOnS1ncylk6fVWyZQ/edit?usp=sharing

 

[Field-1]",frozenset({'その他'}),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1558634510362636288
オレンジの服着よっかな~~~って思ったけど1着も持ってないわ,645990d7f2a2eed62ff6e168,"オレンジの服着よっかな~~~って思ったけど1着も持ってないわ - インストラクション : https://docs.google.com/document/d/1A0jP35VLeYxYvotdIczDYIB0hOxOnS1ncylk6fVWyZQ/edit?usp=sharing

 

[Field-1]","frozenset({'ファッション', '日常'})",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1516567067327008768
